ID,class,name,sex,age,hometown,nationality,boarding,destination,lifeboat,survival
564,3,Simmons, Mr. John,male,,Leigh,England,Southampton,New York City,,no
565,3,Meanwell, Miss. (Marion Ogden),female,,Eastbourne,England,Southampton,New York City,,no
566,3,Davies, Mr. Alfred J,male,24,WestBromwich,England,Southampton,Pontiac,,no
567,3,Stoytcheff, Mr. Ilia,male,19,Gumostnik,Bulgaria,Southampton,Chicago,,no
568,3,Palsson, Mrs. Nils (Alma Cornelia Berglund),female,29,Bjuv,Sweden,Southampton,Chicago,,no
569,3,Doharr, Mr. Tannous,male,,Beirut,Lebanon,Cherbourg,Youngstown,,no
570,3,Jonsson, Mr. Carl,male,32,Kalfsnäs,Sweden,Southampton,Huntley,15,yes
571,2,Harris, Mr. George,male,62,London,England,Southampton,New York City,15,yes
572,1,Appleton, Mrs. Edward Dale (Charlotte Lamson),female,53,NewYork,US,Southampton,New York,2,yes
573,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,Brooklyn,US,Southampton,Brooklyn,5,yes
574,3,Kelly, Miss. Mary,female,,Castlepollard,Ireland,Queenstown,New York City,D,yes
575,3,Rush, Mr. Alfred George John,male,16,Strood,England,Southampton,Detroit,,no
576,3,Patchett, Mr. George,male,19,Wollaston,England,Southampton,Kitchener,,no
577,2,Garside, Miss. Ethel,female,34,Liverpool,England,Southampton,Brooklyn,12,yes
578,1,Silvey, Mrs. William Baird (Alice Munger),female,39,Duluth,US,Cherbourg,Duluth,11,yes
579,3,Caram, Mrs. Joseph (Maria Elias),female,,KfarMechi,Syria,Cherbourg,Ottawa,,no
580,3,Jussila, Mr. Eiriik,male,32,Elimäki,Finland,Southampton,Monessen,15,yes
581,2,Christy, Miss. Julie Rachel,female,25,London,UK,Southampton,Montreal,12,yes
582,1,Thayer, Mrs. John Borland (Marian Longstreth Morris),female,39,Haverford,US,Cherbourg,Haverford,4,yes
583,2,Downton, Mr. William James,male,54,Rochester,US,Southampton,Rochester,,no
584,1,Ross, Mr. John Hugo,male,36,Winnipeg,Canada,Southampton,Winnipeg,,no
585,3,Paulner, Mr. Uscher,male,,,,Cherbourg,New York City,,no
586,1,Taussig, Miss. Ruth,female,18,NewYork,US,Southampton,New York,8,yes
587,2,Jarvis, Mr. John Denzil,male,47,Stoneygate,England,Southampton,New York City,,no
588,1,Frolicher-Stehli, Mr. Maxmillian,male,60,Zürich,Switzerland,Cherbourg,New York,5,yes
589,3,Gilinski, Mr. Eliezer,male,22,Abercynon,Wales,Southampton,Chicago,,no
590,3,Murdlin, Mr. Joseph,male,,London,England,Southampton,New York City,,no
591,3,Rintamaki, Mr. Matti,male,35,Kyyny,Finland,Southampton,Sudbury,,no
592,1,Stephenson, Mrs. Walter Bertram (Martha Eustis),female,52,Paris,France,Cherbourg,Haverford,4,yes
593,3,Elsbury, Mr. William James,male,47,Taunton,England,Southampton,Gurnee,,no
594,3,Bourke, Miss. Mary,female,,Carrowskehine,Ireland,Queenstown,Chicago,,no
595,2,Chapman, Mr. John Henry,male,37,Liskeard,England,Southampton,Spokane,,no
596,3,Van Impe, Mr. Jean Baptiste,male,36,Kerksken,Belgium,Southampton,Detroit,,no
597,2,Leitch, Miss. Jessie Wills,female,,London,England,Southampton,Chicago,11,yes
598,3,Johnson, Mr. Alfred,male,49,Millwood,England,Southampton,New York City,,no
599,3,Boulos, Mr. Hanna,male,,KfarMechi,Syria,Cherbourg,Ottawa,,no
600,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,London,England,Cherbourg,New York,1,yes
601,2,Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy),female,24,London,England,Southampton,Montreal,12,yes
602,3,Slabenoff, Mr. Petco,male,,Unknown,Bulgaria,Southampton,New York City,,no
603,1,Harrington, Mr. Charles H,male,,Washington,US,Southampton,Washington,,no
604,3,Torber, Mr. Ernst William,male,44,Unknown,Germany,Southampton,New York City,,no
605,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,Indianapolis,US,Southampton,Indianapolis,15,yes
606,3,Lindell, Mr. Edvard Bengtsson,male,36,Helsingborg,Sweden,Southampton,Hartford,A,no
607,3,Karaic, Mr. Milan,male,30,Vagovina,Croatia,Southampton,Youngstown,,no
608,1,Daniel, Mr. Robert Williams,male,27,Philadelphia,US,Southampton,Philadelphia,3,yes
609,2,Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue),female,22,Paris,France,Cherbourg,Cap-Haïtien,14,yes
610,1,Shutes, Miss. Elizabeth W,female,40,Greenwich,US,Southampton,Greenwich,3,yes
611,3,Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren),female,39,Kisa,Sweden,Southampton,Winnipeg,,no
612,3,Jardin, Mr. Jose Neto,male,,Calheta,Portugal,Southampton,New York City,,no
613,3,Murphy, Miss. Margaret Jane,female,,Fostragh,Ireland,Queenstown,Philadelphia,16,yes
614,3,Horgan, Mr. John,male,,Unknown,Ireland,Queenstown,New York City,,no
615,3,Brocklebank, Mr. William Alfred,male,35,Broomfield,England,Southampton,New York City,,no
616,2,Herman, Miss. Alice,female,24,Yeovil,England,Southampton,Bernardsville,9,yes
617,3,Danbom, Mr. Ernst Gilbert,male,34,Göteborg,Sweden,Southampton,Stanton,,no
618,3,Lobb, Mrs. William Arthur (Cordelia K Stanlick),female,26,Scranton,US,Southampton,Scranton,,no
619,2,Becker, Miss. Marion Louise,female,4,Guntur,BritishIndia,Southampton,Benton Harbor,11,yes
620,2,Gavey, Mr. Lawrence,male,26,Guernsey,England,Southampton,Elizabeth,,no
621,3,Yasbeck, Mr. Antoni,male,27,Unknown,Lebanon,Cherbourg,Wilkes-Barre,,no
622,1,Kimball, Mr. Edwin Nelson Jr,male,42,Boston,US,Southampton,Boston,5,yes
623,3,Nakid, Mr. Sahid,male,20,Zgharta,Lebanon,Cherbourg,Waterbury,C,yes
624,3,Hansen, Mr. Henry Damsgaard,male,21,Copenhagen,Denmark,Southampton,Racine,,no
625,3,"Bowen, Mr. David John ""Dai""",male,21,Treherbert,Wales,Southampton,New York City,,no
626,1,Sutton, Mr. Frederick,male,61,Haddonfield,US,Southampton,Haddonfield,,no
627,2,Kirkland, Rev. Charles Leonard,male,57,Glasgow,Scotland,Queenstown,Tuxford,,no
628,1,Longley, Miss. Gretchen Fiske,female,21,Hudson,US,Cherbourg,Hudson,10,yes
629,3,Bostandyeff, Mr. Guentcho,male,26,Unknown,Bulgaria,Southampton,Chicago,,no
630,3,O'Connell, Mr. Patrick D,male,,Kingwilliamstown,Ireland,Queenstown,New York City,,no
631,1,Barkworth, Mr. Algernon Henry Wilson,male,80,Hessle,England,Southampton,New York,B,yes
632,3,Lundahl, Mr. Johan Svensson,male,51,Fyrnan,Sweden,Southampton,Spokane,,no
633,1,Stahelin-Maeglin, Dr. Max,male,32,Basel,Switzerland,Southampton,New York,3,yes
634,1,Parr, Mr. William Henry Marsh,male,,Belfast,UK,Belfast,New York,,no
635,3,Skoog, Miss. Mabel,female,9,Hällekis,Sweden,Southampton,Iron Mountain,,no
636,2,Davis, Miss. Mary,female,28,London,UK,Southampton,Tottenville,13,yes
637,3,Leinonen, Mr. Antti Gustaf,male,32,Valitaipale,Finland,Southampton,New York City,,no
638,2,Collyer, Mr. Harvey,male,31,Bishopstoke,England,Southampton,Payette,,no
639,3,Panula, Mrs. Juha (Maria Emilia Ojala),female,41,Ylihärmä,Finland,Southampton,Coal Center,,no
640,3,Thorneycroft, Mr. Percival,male,,Maidstone,England,Southampton,Clinton,,no
641,3,Jensen, Mr. Hans Peder,male,20,Eskilstrup,Denmark,Southampton,Portland,,no
642,1,Sagesser, Mlle. Emma,female,24,Paris,France,Cherbourg,New York,9,yes
643,3,Skoog, Miss. Margit Elizabeth,female,2,Hällekis,Sweden,Southampton,Iron Mountain,,no
644,3,Foo, Mr. Choong,male,,HongKong,China,Southampton,New York City,C,yes
645,3,Baclini, Miss. Eugenie,female,0.75,ḐuhūrashShuwayr,Lebanon,Cherbourg,Brooklyn,C,yes
646,1,Harper, Mr. Henry Sleeper,male,48,NewYork,US,Cherbourg,New York,3,yes
647,3,Cor, Mr. Liudevit,male,19,Kricina,Croatia,Southampton,Great Falls,,no
648,1,Simonius-Blumer, Col. Oberst Alfons,male,56,Basel,Switzerland,Southampton,New York,3,yes
649,3,Willey, Mr. Edward,male,,MarketDrayton,England,Southampton,Schenectady,,no
650,3,Stanley, Miss. Amy Zillah Elsie,female,23,Wallingford,England,Southampton,New Haven,C,yes
651,3,Mitkoff, Mr. Mito,male,,Unknown,Bulgaria,Southampton,Chicago,,no
652,2,Doling, Miss. Elsie,female,18,Southampton,England,Southampton,New York City,?,yes
653,3,Kalvik, Mr. Johannes Halvorsen,male,21,Etnesjøen,Norway,Southampton,Story City,,no
654,3,"O'Leary, Miss. Hanora ""Norah""",female,,Kingwilliamstown,Ireland,Queenstown,New York City,13,yes
655,3,"Hegarty, Miss. Hanora ""Nora""",female,18,Whitechurch,Ireland,Queenstown,Charlestown,,no
656,2,Hickman, Mr. Leonard Mark,male,24,Fritham,England,Southampton,Eden,,no
657,3,Radeff, Mr. Alexander,male,,Unknown,Bulgaria,Southampton,Chicago,,no
658,3,Bourke, Mrs. John (Catherine),female,32,Carrowskehine,Ireland,Queenstown,Chicago,,no
659,2,Eitemiller, Mr. George Floyd,male,23,London,UK,Southampton,Detroit,,no
660,1,Newell, Mr. Arthur Webster,male,58,Lexington,US,Cherbourg,Lexington,,no
661,1,Frauenthal, Dr. Henry William,male,50,London,UK,Southampton,New York,5,yes
662,3,Badt, Mr. Mohamed,male,40,Tripoli,Lebanon,Cherbourg,New York City,,no
663,1,Colley, Mr. Edward Pomeroy,male,47,Dublin,Ireland,Southampton,Vancouver,,no
664,3,Coleff, Mr. Peju,male,36,Gumostnik,Bulgaria,Southampton,Chicago,,no
665,3,Lindqvist, Mr. Eino William,male,20,Taalintehdas,Finland,Southampton,Monessen,15,yes
666,2,Hickman, Mr. Lewis,male,32,Fritham,England,Southampton,The Pas,,no
667,2,Butler, Mr. Reginald Fenton,male,25,Southsea,England,Southampton,New York City,,no
668,3,Rommetvedt, Mr. Knud Paust,male,,Hogstad,Norway,Southampton,New York City,,no
669,3,Cook, Mr. Jacob,male,43,Unknown(Estonia?),Russia,Southampton,New York City,,no
670,1,Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright),female,,London,UK,Southampton,East Orange,5,yes
671,2,Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford),female,40,CapeTown,UK,Southampton,Seattle,14,yes
672,1,Davidson, Mr. Thornton,male,31,Montreal,Canada,Southampton,Montreal,,no
673,2,Mitchell, Mr. Henry Michael,male,70,Guernsey,ChannelIslands,Southampton,Toledo,,no
674,2,Wilhelms, Mr. Charles,male,31,London,England,Southampton,New York City,9,yes
675,2,Watson, Mr. Ennis Hastings,male,,Belfast,UK,Belfast,New York City,,no
676,3,Edvardsson, Mr. Gustaf Hjalmar,male,18,Tofta,Sweden,Southampton,Joliet,,no
677,3,Sawyer, Mr. Frederick Charles,male,44340,Basingstoke,England,Southampton,Halley,,no
678,3,Turja, Miss. Anna Sofia,female,18,Oulainen,Finland,Southampton,Ashtabula,15,yes
679,3,Goodwin, Mrs. Frederick (Augusta Tyler),female,43,Fulham,England,Southampton,Niagara Falls,,no
680,1,Cardeza, Mr. Thomas Drake Martinez,male,36,Germantown,US,Cherbourg,Germantown,3,yes
681,3,Peters, Miss. Katie,female,,Cahir,Ireland,Queenstown,New York City,,no
682,1,Hassab, Mr. Hammad,male,27,Cairo,Egypt,Cherbourg,New York,3,yes
683,3,Olsvigen, Mr. Thor Anderson,male,20,Vikersund,Norway,Southampton,Carneron,,no
684,3,Goodwin, Mr. Charles Edward,male,14,Fulham,England,Southampton,Niagara Falls,,no
685,2,Brown, Mr. Thomas William Solomon,male,60,CapeTown,UK,Southampton,Seattle,,no
686,2,Laroche, Mr. Joseph Philippe Lemercier,male,25,Paris,France,Cherbourg,Cap-Haïtien,,no
687,3,Panula, Mr. Jaako Arnold,male,14,Ylihärmä,Finland,Southampton,Coal Center,,no
688,3,Dakic, Mr. Branko,male,19,GornjiMiholjac,Croatia,Southampton,New York City,,no
689,3,Fischer, Mr. Eberhard Thelander,male,18,Björkeberga,Sweden,Southampton,New York City,,no
690,1,Madill, Miss. Georgette Alexandra,female,15,StLouis,US,Southampton,St Louis,2,yes
691,1,Dick, Mr. Albert Adrian,male,31,Calgary,Canada,Southampton,Calgary,3,yes
692,3,Karun, Miss. Manca,female,4,Milje,Slovenia,Southampton,Galesburg,15,yes
693,3,Lam, Mr. Ali,male,,HongKong,China,Southampton,New York City,C,yes
694,3,Saad, Mr. Khalil,male,25,KfarMechi,Syria,Cherbourg,Ottawa,,no
695,1,Weir, Col. John,male,60,NewYork,US,Southampton,New York,,no
696,2,Chapman, Mr. Charles Henry,male,52,Bronx,US,Southampton,Bronx,,no
697,3,Kelly, Mr. James,male,44,Leixlip,Ireland,Queenstown,New Haven,,no
698,3,"Mullens, Miss. Katherine ""Katie""",female,,Esker,Ireland,Queenstown,New York City,16,yes
699,1,Thayer, Mr. John Borland,male,49,Haverford,US,Cherbourg,Haverford,,no
700,3,Humblen, Mr. Adolf Mathias Nicolai Olsen,male,42,Borgund,Norway,Southampton,Milwaukee,,no
701,1,Astor, Mrs. John Jacob (Madeleine Talmadge Force),female,18,NewYork,US,Cherbourg,New York,4,yes
702,1,Silverthorne, Mr. Spencer Victor,male,35,StLouis,US,Southampton,St Louis,5,yes
703,3,Barbara, Miss. Saiide,female,18,KafrMishki,Lebanon,Cherbourg,Ottawa,,no
704,3,Gallagher, Mr. Martin,male,25,Caltra,Ireland,Queenstown,New York City,,no
705,3,Hansen, Mr. Henrik Juul,male,26,Holeby,Denmark,Southampton,Racine,,no
706,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,Birmingham,England,Southampton,Los Angeles,,no
707,2,"Kelly, Mrs. Florence ""Fannie""",female,45,London,England,Southampton,New York City,9,yes
708,1,Calderhead, Mr. Edward Pennington,male,42,NewYork,US,Southampton,New York,5,yes
709,1,Cleaver, Miss. Alice,female,22,London,UK,Southampton,Montreal,11,yes
710,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,Hardîne,Lebanon,Cherbourg,Houtzdale,C,yes
711,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,Brussels,Belgium,Cherbourg,Montreal,6,yes
712,1,Klaber, Mr. Herman,male,,Portland,US,Southampton,Portland,,no
713,1,Taylor, Mr. Elmer Zebley,male,48,London,UK,Southampton,East Orange,5,yes
714,3,Larsson, Mr. August Viktor,male,29,Stamford,US,Southampton,Stamford,,no
715,2,Greenberg, Mr. Samuel,male,52,Bronx,US,Southampton,Bronx,,no
716,3,Soholt, Mr. Peter Andreas Lauritz Andersen,male,19,Ålesund,Norway,Southampton,Minneapolis,,no
717,1,Endres, Miss. Caroline Louise,female,38,NewYork,US,Cherbourg,New York,4,yes
718,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,Bath,England,Southampton,Auburndale,16,yes
719,3,McEvoy, Mr. Michael,male,,Dublin,Ireland,Queenstown,New York City,,no
720,3,Johnson, Mr. Malkolm Joackim,male,33,Minneapolis,US,Southampton,Minneapolis,,no
721,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,London,England,Southampton,Chicago,11,yes
722,3,Jensen, Mr. Svend Lauritz,male,17,Eskilstrup,Denmark,Southampton,Portland,,no
723,2,Gillespie, Mr. William Henry,male,34,Abbeyleix,Ireland,Southampton,Vancouver,,no
724,2,Hodges, Mr. Henry Price,male,50,Southampton,England,Southampton,Boston,,no
725,1,Chambers, Mr. Norman Campbell,male,27,NewYork,US,Southampton,New York,5,yes
726,3,Oreskovic, Mr. Luka,male,20,KonjskoBrdo,Croatia,Southampton,Chicago,,no
727,2,Renouf, Mrs. Peter Henry (Lillian Jefferys),female,30,Elizabeth,US,Southampton,Elizabeth,12,yes
728,3,Mannion, Miss. Margareth,female,,Caltra,Ireland,Queenstown,New York City,16,yes
729,2,Bryhl, Mr. Kurt Arnold Gottfrid,male,25,Skara,Sweden,Southampton,Rockford,,no
730,3,Ilmakangas, Miss. Pieta Sofia,female,25,Paavola,Finland,Southampton,New York City,,no
731,1,Allen, Miss. Elisabeth Walton,female,29,StLouis,US,Southampton,St Louis,2,yes
732,3,Hassan, Mr. Houssein G N,male,11,Fredericksburg,US,Cherbourg,Fredericksburg,,no
733,2,Knight, Mr. Robert J,male,,Belfast,Ireland,Belfast,New York City,,no
734,2,Berriman, Mr. William John,male,23,St.Ives,England,Southampton,Calumet,,no
735,2,Troupiansky, Mr. Moses Aaron,male,23,London,England,Southampton,New York City,,no
736,3,Williams, Mr. Leslie,male,44,Tonypandy,Wales,Southampton,New York City,,no
737,3,Ford, Mrs. Edward (Margaret Ann Watson),female,48,Rotherfield,England,Southampton,Essex County,,no
738,1,Lesurer, Mr. Gustave J,male,35,Germantown,US,Cherbourg,Germantown,3,yes
739,3,Ivanoff, Mr. Kanio,male,,MalkaRibnya,Bulgaria,Southampton,Chicago,,no
740,3,Nankoff, Mr. Minko,male,,Unknown,Bulgaria,Southampton,Chicago,,no
741,1,Hawksford, Mr. Walter James,male,,Kingston,England,Southampton,New York,3,yes
742,1,Cavendish, Mr. Tyrell William,male,36,London,UK,Southampton,New York,,no
743,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,Cooperstown,US,Cherbourg,Cooperstown,4,yes
744,3,McNamee, Mr. Neal,male,24,Convoy,Ireland,Southampton,Philadelphia,,no
745,3,Stranden, Mr. Juho,male,31,Muljula,Finland,Southampton,Duluth,9,yes
746,1,Crosby, Capt. Edward Gifford,male,70,Milwaukee,US,Southampton,Milwaukee,,no
747,3,Abbott, Mr. Rossmore Edward,male,16,EastProvidence,US,Southampton,East Providence,,no
748,2,Sinkkonen, Miss. Anna,female,30,Turku,RussianEmpire,Southampton,Brighton,10,yes
749,1,Marvin, Mr. Daniel Warner,male,19,NewYork,US,Southampton,New York,,no
750,3,Connaghton, Mr. Michael,male,31,Brooklyn,US,Queenstown,Brooklyn,,no
751,2,Wells, Miss. Joan,female,4,Heamoor,England,Southampton,Akron,14,yes
752,3,Moor, Master. Meier,male,6,Unknown,Russia,Southampton,Chicago,14,yes
753,3,Vande Velde, Mr. Johannes Joseph,male,33,Denderhoutem,Belgium,Southampton,New York City,,no
754,3,Jonkoff, Mr. Lalio,male,23,Gumostnik,Bulgaria,Southampton,Chicago,,no
755,2,Herman, Mrs. Samuel (Jane Laver),female,48,Yeovil,England,Southampton,Bernardsville,9,yes
756,2,Hamalainen, Master. Viljo,male,1,Detroit,US,Southampton,Detroit,4,yes
757,3,Carlsson, Mr. August Sigfrid,male,28,Dagsås,Sweden,Southampton,Tower,,no
758,2,Bailey, Mr. Percy Andrew,male,18,Penzance,England,Southampton,Akron,,no
759,3,Theobald, Mr. Thomas Leonard,male,34,Strood,England,Southampton,Detroit,,no
760,1,Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards),female,33,Vancouver,Canada,Southampton,Vancouver,8,yes
761,3,Garfirth, Mr. John,male,,Wollaston,England,Southampton,Kitchener,,no
762,3,Nirva, Mr. Iisakki Antino Aijo,male,41,Kauhajoki,Finland,Southampton,Sudbury,,no
763,3,Barah, Mr. Hanna Assi,male,20,Hardîne,Lebanon,Cherbourg,Wilkes-Barre,15,yes
764,1,Carter, Mrs. William Ernest (Lucile Polk),female,36,BrynMawr,US,Southampton,Bryn Mawr,4,yes
765,3,Eklund, Mr. Hans Linus,male,16,Kårberg,Sweden,Southampton,Jerome Junction,,no
766,1,Hogeboom, Mrs. John C (Anna Andrews),female,51,Hudson,US,Cherbourg,Hudson,10,yes
767,1,Brewe, Dr. Arthur Jackson,male,,Philadelphia,US,Cherbourg,Philadelphia,,no
768,3,Mangan, Miss. Mary,female,44,Carrowkehine,Ireland,Queenstown,Chicago,,no
769,3,Moran, Mr. Daniel J,male,,Askeaton,Ireland,Queenstown,Brooklyn,,no
770,3,Gronnestad, Mr. Daniel Danielsen,male,32,Bokn,Norway,Southampton,Portland,,no
771,3,Lievens, Mr. Rene Aime,male,24,Haaltert,Belgium,Southampton,Detroit,,no
772,3,Jensen, Mr. Niels Peder,male,48,Portland,US,Southampton,Portland,,no
773,2,Mack, Mrs. (Mary),female,57,Southampton,England,Southampton,New York City,,no
774,3,Elias, Mr. Dibo,male,,Unknown,Lebanon,Cherbourg,New York City,,no
775,2,Hocking, Mrs. Elizabeth (Eliza Needs),female,54,Penzance,England,Southampton,Akron,4,yes
776,3,Myhrman, Mr. Pehr Fabian Oliver Malkolm,male,18,Kristinehamn,Sweden,Southampton,Chicago,,no
777,3,Tobin, Mr. Roger,male,,Cahir,Ireland,Queenstown,New York City,,no
778,3,Emanuel, Miss. Virginia Ethel,female,5,NewYorkCity,US,Southampton,New York City,13,yes
779,3,Kilgannon, Mr. Thomas J,male,,Currafarry,Ireland,Queenstown,New York City,,no
780,1,Robert, Mrs. Edward Scott (Elisabeth Walton McMillan),female,43,StLouis,US,Southampton,St Louis,2,yes
781,3,Ayoub, Miss. Banoura,female,13,Beirut,Lebanon,Cherbourg,Owen Sound,C,yes
782,1,Dick, Mrs. Albert Adrian (Vera Gillespie),female,17,Calgary,Canada,Southampton,Calgary,3,yes
783,1,Long, Mr. Milton Clyde,male,29,Springfield,US,Southampton,Springfield,,no
784,3,Johnston, Mr. Andrew G,male,,ThorntonHeath,England,Southampton,New London,,no
785,3,Ali, Mr. William,male,25,BuenosAires,Argentina,Southampton,New York City,,no
786,3,Harmer, Mr. Abraham (David Lishin),male,25,Manchester,England,Southampton,Montreal,,no
787,3,Sjoblom, Miss. Anna Sofia,female,18,Munsala,Finland,Southampton,Olympia,16,yes
788,3,Rice, Master. George Hugh,male,8,Athlone,Ireland,Queenstown,Spokane,,no
789,3,Dean, Master. Bertram Vere,male,1,BartleyFarm,England,Southampton,Wichita,10,yes
790,1,Guggenheim, Mr. Benjamin,male,46,Paris,France,Cherbourg,New York,,no
791,3,"Keane, Mr. Andrew ""Andy""",male,,Athenry,Ireland,Queenstown,Auburndale,,no
792,2,Gaskell, Mr. Alfred,male,16,Liverpool,England,Southampton,Montreal,,no
793,3,Sage, Miss. Stella Anna,female,,Peterborough,England,Southampton,Jacksonville,,no
794,1,Hoyt, Mr. William Fisher,male,,NewYork,US,Cherbourg,New York,14,no
795,3,Dantcheff, Mr. Ristiu,male,25,Terziysko,Bulgaria,Southampton,Chicago,,no
796,2,Otter, Mr. Richard,male,39,MiddleburgHeights,US,Southampton,Middleburg Heights,,no
797,1,Leader, Dr. Alice (Farnham),female,49,NewYork,US,Southampton,New York,8,yes
798,3,Osman, Mrs. Mara,female,31,Vagovina,Croatia,Southampton,Steelton,?,yes
799,3,Ibrahim Shawah, Mr. Yousseff,male,30,Beirut,Lebanon,Cherbourg,New York City,,no
800,3,Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert),female,30,Kerksken,Belgium,Southampton,Detroit,,no
801,2,Ponesell, Mr. Martin,male,34,Southampton,England,Southampton,New York City,,no
802,2,Collyer, Mrs. Harvey (Charlotte Annie Tate),female,31,Bishopstoke,England,Southampton,Payette,14,yes
803,1,Carter, Master. William Thornton II,male,11,BrynMawr,US,Southampton,Bryn Mawr,4,yes
804,3,Thomas, Master. Assad Alexander,male,1,Hardîne,Lebanon,Cherbourg,Wilkes Barre,16,yes
805,3,Hedman, Mr. Oskar Arvid,male,27,St.Paul,US,Southampton,St. Paul,15,yes
806,3,Johansson, Mr. Karl Johan,male,31,Duluth,US,Southampton,Duluth,,no
807,1,Andrews, Mr. Thomas Jr,male,39,Belfast,UK,Belfast,New York,,no
808,3,Pettersson, Miss. Ellen Natalia,female,18,Stockholm,Sweden,Southampton,Iron Mountain,,no
809,2,Meyer, Mr. August,male,39,Harrow,England,Southampton,New York City,,no
810,1,Chambers, Mrs. Norman Campbell (Bertha Griggs),female,33,NewYork,US,Southampton,New York,5,yes
811,3,Alexander, Mr. William,male,26,GreatYarmouth,England,Southampton,Albion,,no
812,3,Lester, Mr. James,male,39,WestBromwich,England,Southampton,Pontiac,,no
813,2,Slemen, Mr. Richard James,male,35,Landrake,England,Southampton,Nashua,,no
814,3,Andersson, Miss. Ebba Iris Alfrida,female,6,Kisa,Sweden,Southampton,Winnipeg,,no
815,3,Tomlin, Mr. Ernest Portage,male,44,PortagelaPrairie,Canada,Southampton,Des Moines,,no
816,1,Fry, Mr. Richard,male,,Liverpool,England,Southampton,New York,,no
817,3,Heininen, Miss. Wendla Maria,female,23,Turku,Finland,Southampton,New York City,,no
818,2,Mallet, Mr. Albert,male,31,Montreal,Canada,Cherbourg,Montreal,,no
819,3,Holm, Mr. John Fredrik Alexander,male,43,Karlshamn,Sweden,Southampton,New York City,,no
820,3,Skoog, Master. Karl Thorsten,male,10,Hällekis,Sweden,Southampton,Iron Mountain,,no
821,1,Hays, Mrs. Charles Melville (Clara Jennings Gregg),female,52,Montreal,Canada,Southampton,Montreal,3,yes
822,3,Lulic, Mr. Nikola,male,27,KonjskoBrdo,Croatia,Southampton,Chicago,15,yes
823,1,Reuchlin, Jonkheer. John George,male,38,Rotterdam,TheNetherlands,Southampton,New York,,no
824,3,Moor, Mrs. (Beila),female,27,Unknown,Russia,Southampton,Chicago,14,yes
825,3,Panula, Master. Urho Abraham,male,2,Ylihärmä,Finland,Southampton,Coal Center,,no
826,3,Flynn, Mr. John,male,,Clonbur,Ireland,Queenstown,Pittsburgh,,no
827,3,Lam, Mr. Len,male,,HongKong,China,Southampton,New York City,,no
828,2,Mallet, Master. Andre,male,1,Montreal,Canada,Cherbourg,Montreal,10,yes
829,3,McCormack, Mr. Thomas Joseph,male,,Bayonne,US,Queenstown,Guttenberg,15,yes
830,1,Stone, Mrs. George Nelson (Martha Evelyn),female,62,NewYork,US,Southampton,New York,6,yes
831,3,Yasbeck, Mrs. Antoni (Selini Alexander),female,15,Unknown,Lebanon,Cherbourg,Wilkes-Barre,C,yes
832,2,Richards, Master. George Sibley,male,1,Penzance,England,Southampton,Akron,4,yes
833,3,Saad, Mr. Amin,male,,Tebnine,Lebanon,Cherbourg,New York City,,no
834,3,Augustsson, Mr. Albert,male,23,Krakoryd,Sweden,Southampton,Bloomington,,no
835,3,Allum, Mr. Owen George,male,18,Southall,England,Southampton,New York City,,no
836,1,Compton, Miss. Sara Rebecca,female,39,Lakewood,US,Cherbourg,Lakewood,14,yes
837,3,Pasic, Mr. Jakob,male,21,Streklevac,Slovenia,Southampton,Aurora,,no
838,3,Sirota, Mr. Maurice,male,,London,England,Southampton,New York City,,no
839,3,Chip, Mr. Chang,male,32,HongKong,China,Southampton,New York City,C,yes
840,1,Marechal, Mr. Pierre,male,,Paris,France,Cherbourg,New York,7,yes
841,3,Alhomaki, Mr. Ilmari Rudolf,male,20,Salo,Finland,Southampton,Astoria,,no
842,2,Mudd, Mr. Thomas Charles,male,16,Huntingfield,England,Southampton,New York City,,no
843,1,Serepeca, Miss. Augusta,female,30,BrynMawr,US,Southampton,Bryn Mawr,4,yes
844,3,Lemberopolous, Mr. Peter L,male,34,ÁyiosSóstis,Greece,Cherbourg,Stamford,,no
845,3,Culumovic, Mr. Jeso,male,17,LipovaGlavica,Croatia,Southampton,Hammond,,no
846,3,Abbing, Mr. Anthony,male,42,Cincinnati,US,Southampton,Cincinnati,,no
847,3,Sage, Mr. Douglas Bullen,male,,Peterborough,England,Southampton,Jacksonville,,no
848,3,Markoff, Mr. Marin,male,35,Gumostnik,Bulgaria,Southampton,Chicago,,no
849,2,Harper, Rev. John,male,28,London,England,Southampton,Chicago,,no
